,Text,Date,Mentions,Hashtags,Geolocation
1417,"The Treasonous Rat says: “They listen to me. They seem to be protesters that like me.” The me, me, Treasonous Rat just can’t get over himself - even during an international crisis caused by this COVID-19 epidemic. Absolute Nonsense! ",2020-04-18 02:24:10+00:00,,,
1418,Can COVID fuck off so I can get tattoos please,2020-04-18 02:22:45+00:00,,,
1419,"Very confusing article; is the US over reporting? #China Concealed Extent of #Covid_19 #CoronaVirus Outbreak, U.S. Intelligence Says",2020-04-18 02:21:51+00:00,,#China #Covid_19 #CoronaVirus,
1420,"For this to be true, one of two things need to also be true: 1) NYC has identified a bigger fraction of its COVID cases than Santa Clara County 2) 6M+ of NYC's ~9M people have already been infected. Neither seems plausible to me",2020-04-18 02:21:29+00:00,,,
1421,Do you know the 4 most common #cybersecurity threats in the new Covid-19 reality? Take a peek at our blog post to find out and learn how to best protect yourself and your organization. https://bit.ly/3aYkwKK #phishing #malware,2020-04-18 02:21:02+00:00,,#cybersecurity #phishing #malware,
1422,Early Look at Trial Data Suggests Rapid Recovery in COVID-19 Patients After Antiviral Treatment ,2020-04-18 02:16:53+00:00,,,
1423,"In treating Covid, there are 3 vectors of attack. 1. Inhibit the virus directly 2. Modulate host to inhibit the virus 3. Modulate the host inflammatory response to the virus I fear 2&amp;3 are much weaker in terms of effect magnitude than 1 Before vaccine, 1 has highest leverage",2020-04-18 02:14:05+00:00,,,
1424,Important web event with top physicians on breast cancer screening and treatment in the era of Covid. ,2020-04-18 02:10:11+00:00,,,
1425,"154,000 plus COVID deaths World Wide. We have been fed a lie",2020-04-18 02:09:02+00:00,,,
1426,"QOTD: You know, I’ve covered wars all over. And these are conditions that I’m used to seeing in the developing world, not in America. - @rcallimachi on COVID-19 testing or rather, lack of testing",2020-04-18 02:08:46+00:00,@rcallimachi,,
1427,Register Today! COVID-19 COMMUNITY (Virtual) Town Hall April 23 @3:30 PM PST https://bit.ly/OCE_COVID19_TownHall Join us and @StanfordOCE for a virtual Town Hall on the COVID-19 outbreak #COVID19 #coronavirus #StanfordOCE #InThisTogether,2020-04-18 02:07:14+00:00,@StanfordOCE,#COVID19 #coronavirus #StanfordOCE #InThisTogether,
1428,"#COVID19 New @NEJM report on hospitalized COVID-19 patients in NYC (n=393) ""Patients who received invasive mechanical ventilation were more likely to be male, to have obesity, and to have elevated liver-function values and inflammatory markers"" Report: https://www.nejm.org/doi/full/10.1056/NEJMc2010419?query=featured_home",2020-04-18 02:06:41+00:00,@NEJM,#COVID19,
1429,We also have a house phone that rings all the time and whenever it rings I yell out it’s the Covid people!! Now we both do it ,2020-04-18 02:04:43+00:00,,,
1430,Covid-19 day 41 ,2020-04-18 02:04:33+00:00,,,
1431,#CloseTheirBorders Trump calls for three states to be liberated from COVID-19 restrictions ,2020-04-18 02:03:47+00:00,,#CloseTheirBorders,
1432,Can a COVID vaccine save more than lives? The market is set to rally giving investors hope as an improved coronavirus treatment emerges. http://chadburton.libsyn.com/can-a-covid-vaccine-save-more-than-lives-the-market-is-set-to-rally-giving-investors-hope-as-an-improved-coronavirus-treatment-emerges?tdest_id=309155,2020-04-18 02:03:26+00:00,,,
1433,"Context Discriminant Analysis on latest NEWS 2020/04/17 19:01:57 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200417_190157.html",2020-04-18 02:01:57+00:00,,,
1434,"Complex Event Analysis on latest NEWS: 20200417 1901 PST Top News Focus : (coronavirus,covid-19,minister), (coronavirus,covid-19,health), (coronavirus,covid-19,florida) https://www.sitefocus.com/cif/elaine/qanews_20200417_190145.html",2020-04-18 02:01:56+00:00,,,
1435,"A study (n=54) looked at severe respiratory failure in #COVID19. COVID-19 patients displayed macrophage activation syndrome or immune dysregulation, characterized by IL-6-mediated low HLA-DR expression and lymphopenia. @CellPressNews Pre-Proof: https://www.cell.com/pb-assets/products/coronavirus/CHOM2296_s50.pdf",2020-04-18 01:57:34+00:00,@CellPressNews,#COVID19,
1436,"If you don't see the dangers of possible COVID-19 endemicity, you don't have a good grasp at all of the problem. You're only seeing a small piece of the big picture.",2020-04-18 01:54:47+00:00,,,
1437,"Two weeks ago I was laid off due to COVID-19, and it was tough and I don’t wish it on anyone. After searching and interviewing, today I singed an offer letter to join another company in SF! Extremely grateful!",2020-04-18 01:54:01+00:00,,,
1438,"Scott, Do you or any daring or investigative reporter seek to ask SC county or state officials how many of the victims of COVID-19 are foreign nationals here w/o autnorization, e.g. illegal aliens, please. Bet neither you nor any patsy reporter has the chutzpah to pursue. ",2020-04-18 01:52:34+00:00,,,
1439," Congrats to Team n0thing on winning our very first ever Code Green: @PlayVALORANT Invitational (by @CashApp)! $12,000 will be donated to a COVID-19 relief charity of their choice! @n0thing @brax1wnl @Ska @Hiko @AZKcs_ #CashAppCodeGreen",2020-04-18 01:51:32+00:00,@PlayVALORANT @CashApp @n0thing @brax1wnl @Ska @Hiko @AZKcs_,#CashAppCodeGreen,
1440,“COVID-19 is a lie” Take off the hazmat suit then big guy ,2020-04-18 01:48:17+00:00,,,
1441,Check out this Meetup: WEBINAR: Innovation opportunities in the COVID-19 era: A look at U.S. vs Asia https://www.meetup.com/SF-Bay-Areas-Big-Data-Think-Tank/events/270108699/ #Meetup via @Meetup,2020-04-18 01:48:08+00:00,@Meetup,#Meetup,
1442,"Newsom expects to treat the whole state as one COVID-affected unit--which is not so. The state's most dense and Sanctuary communities are far more affected than remote sections of the state, esp. very North (of SR128/SR20) and very west (US395 down to Ridgecrest) =Phase2",2020-04-18 01:45:13+00:00,,,
1443,"Exciting new study has the potential to change how we think about #COVID-19 and our policies. The impact is so uneven across the world that we know that we don’t know the full story, with apologies to Rumsfeld. ",2020-04-18 01:42:44+00:00,,#COVID,
1444,"A seroprevalence study led by Stanford researchers estimates the number of COVID-19 cases in Santa Clara County was 50 to 85 times higher than the number confirmed and reported by early April — indicating between 48,000 and 81,000 people were infected. ",2020-04-18 01:41:06+00:00,,,
1445,Last night a dear friend and expert in genetic testing told me she was co-founding a company to get into the COVID-19 testing business but that they are treading water at present due to a serious lack or testing swabs and reagents necessary to develop the required tests. #COVID19,2020-04-18 01:41:02+00:00,,#COVID19,
1446,"According to the CDC, the average number of deaths from the flu in a year is 37k. We just passed that number of deaths from COVID-19. It’s mid April. Plus significant undercounting has been documented; the number of deaths from any cause are way too high.",2020-04-18 01:41:01+00:00,,,
1447,Check out information about registration to our 4/29 virtual community meeting as well as Mental Health & COVID-19 resources.,2020-04-18 01:39:13+00:00,,,
1448,"In all seriousness the mortality rate for covid-19 is estimated to be around .66% and the flu .1% so almost 7 times as deadly. They still don't have all the answers and the information changes, which is all the more reason we should play it safe for now.",2020-04-18 01:36:33+00:00,,,
1449,"Astronauts return from Space Station. Perhaps the only people definitely not infected with covid-19. This is surreal. ""Welcome back to Earth - we might infect you with a deadly disease."" ",2020-04-18 01:36:30+00:00,,,
1450,"Newsom expects to treat the whole state as one COVID-affected unit--which is not so. The state's most dense and Sanctuary communities are far more affected than remote sections of the state, esp. very North (of SR128/SR20) and very west (US395 down to Ridgecrest) =Phase2",2020-04-18 01:36:13+00:00,,,
1451,"Newsom expects to treat the whole state as one COVID-affected unit--which is not so. The state's most dense and Sanctuary communities are far more affected than remote sections of the state, esp. very North (of SR128/SR20) and very west (US395 down to Ridgecrest) =Phase2",2020-04-18 01:32:30+00:00,,,
1452,Some sort of random sampling data of COVID-19 prevalence in Santa Clara County: ,2020-04-18 01:32:27+00:00,,,
1453,Listen....due to COVID-19.....we just gotta make due with what we have....,2020-04-18 01:32:12+00:00,,,
1454,"Does the CW have any reporters will to push California or New York to divulge how many covid victims are illegal aliens (technical term) Nationals in the US without authorization or visa? No reporter wants to check this out. Kinda interesting, but concerning--if relevant.",2020-04-18 01:31:27+00:00,,,
1455,"Covid reveals unhealthy and unfit populations: Texas: Pop 29M / 17k covid cases New York City Pop: 8M / 120k lion’s share of covid deaths Tokyo: Pop 13M / oldest pop in world minuscule fraction of NYC covid deaths Fitness, diet, genes matter.",2020-04-18 01:29:37+00:00,,,
1456,People with signs that say COVID-19 are a lie should have to go to places like New York just to donate medical help . Smh ,2020-04-18 01:29:26+00:00,,,
1457,Here's a look at what mattered this week: Worldwide confirmed COVID-19 cases top 2 million as Trump halts WHO funding. 22 million Americans file for unemployment. ,2020-04-18 01:27:00+00:00,,,
1458,"Newsom expects to treat the whole state as one COVID-affected unit--which is not so. The state's most dense and Sanctuary communities are far more affected than remote sections of the state, esp. very North (of SR128/SR20) and very west (US395 down to Ridgecrest) =Phase2",2020-04-18 01:26:06+00:00,,,
1459,"We partnered up with the National League of Cities an d the Legal Design Lab to design new tools, policies, and technologies to help cities and residents manage unprecedented evictions in the face of the economic fallout from COVID-19. https://perma.cc/A6P3-DXJQ",2020-04-18 01:26:02+00:00,,,
1460,"Do you really want COVID-19 to be a permanent feature of life? Immunity (incl. herd) is really tricky with this virus. There's evidence that people get it more than once. Also, as many as 30% of people who have had it diagnosed by test have zero circulating antibodies afterwards.",2020-04-18 01:25:41+00:00,,,
1461,COVID-19 poses dramatic challenges that cause all of us to rethink our daily lives. The Policy Lab projects use policy analysis and design thinking tools that are essential in the complex network of solutions that will bring us back to a new kind of normal.,2020-04-18 01:25:35+00:00,,,
1462,"The CDC says that over 33,000 Americans have deid as a result of COVID-19, and it’s nowhere near over yet. Stop pointing fingers and blaming everyone else. ",2020-04-18 01:22:54+00:00,,,
1463,"Friday, April 17, 2020 Fremont Police Department COVID-19 Operational Update The one-month update includes: - Operational Adjustments/Changes - Health Order Compliance - Crime Trends (incl. emergency statewide bail) - Community Outreach More Info: http://nixle.us/BS8FQ",2020-04-18 01:22:09+00:00,,,
1464,"Missed our Alphabet Soup of Leave Laws In a COVID-19 World webinar? Don't worry, it's now available on-demand. Click here to register: https://buff.ly/2RJHUUI",2020-04-18 01:22:02+00:00,,,
1465,I'm starting to think Trump knows there's no way in hell he will get re-elected and is now burning the entire country down with this COVID-19 crisis. I think he wants as much chaos and death as possible. It sure looks like it doesn't it?,2020-04-18 01:21:30+00:00,,,
1466,attend free webinar on Anxiety management during covid -19 4/18/2020 at 10.30 am PSD http://www.tinyurl.com/imotionpt by @SteveJoordens Joordens,2020-04-18 01:19:17+00:00,@SteveJoordens,,
1467,Quick Signature: Tell your governor to respond to panic gun buying and reduce the risk of #gunviolence as part of state efforts to secure health and safety during the COVID-19 health emergency! #GunControl #GunSafety #HomeSafety,2020-04-18 01:17:15+00:00,,#gunviolence #GunControl #GunSafety #HomeSafety,
1468,"In my friend group's slack we have a (#)living-dystopia channel. It was made before covid and shelter-in-place, but since this started the conversations have been ",2020-04-18 01:17:11+00:00,,,
1469,"Didn't understand the math in the video? Flu R0 is about 1.3. COVID-19 R0 is about 3. Pop quiz: Which is more dangerous? We also want to prevent SARS-CoV-2 from becoming endemic, like flu. We can't put the flu genie back in the bottle but we *may* be able to contain SARS-CoV-2.",2020-04-18 01:16:49+00:00,,,
1470,"A close friend from uni is leading the response for a hospital system in St Louis and saw a higher number of pneumonia cases in Dec/Jan. They don't have enough tests or time to go back and run covid tests, but he thinks they would come back positive.",2020-04-18 01:14:37+00:00,,,
1471,"But if more people had turned out to have antibodies, wouldn’t that imply a higher proportion of silent spreaders? (Asymptomatic people unknowingly carrying the virus to others who might develop severe symptoms or die — to me, that’s one of the scariest aspects of COVID.)",2020-04-18 01:14:11+00:00,,,
1472,"This is truly an American tragedy and it is not over yet. The Treasonous Rat only cares about his poll numbers. Trump has no concerns, or certainly very little, about the mass suffering that Americans are experiencing during the COVID-19 epidemic. ",2020-04-18 01:13:25+00:00,,,
1473,how you gonna say covid is a lie and still wear a mask LOL,2020-04-18 01:10:12+00:00,,,
1474,"If there’s one thing I hate about this whole Covid thing, is that I can’t visit my 100 year old grandpa, I know he’s doing great for his age but hopefully soon I’ll be able to visit him ",2020-04-18 01:10:11+00:00,,,
1475,"Alex Lee, a democratic candidate for the Assembly District 25 seat and an Unhoused Response Group volunteer, said no other city or county is providing a better model of how to house unsheltered individuals during the COVID-19 pandemic. ",2020-04-18 01:09:24+00:00,,,
1476,Yup. I imagine many people who took it could not get a normal Covid 19 test and looked at this as a way to get tested. ,2020-04-18 01:09:17+00:00,,,
1477,"Alex Lee, a democratic candidate for the Assembly District 25 seat and an Unhoused Response Group volunteer, said no other city or county is providing a better model of how to house unsheltered individuals during the COVID-19 pandemic.",2020-04-18 01:09:10+00:00,,,
1478,"So last week or maybe last year I heard the couple that lives across the courtyard having a major fight & thought oh damn I just witnessed my first COVID-breakup, but just now flowers were delivered to their condo so I think this is the COVID-makeup Good #COVIDdrama content",2020-04-18 01:04:04+00:00,,#COVIDdrama,
1479,"Do-It-Yourself Medical Devices and Protective Gear Fuel Battle Against COVID-19 https://news.gatech.edu/2020/03/23/do-it-yourself-medical-devices-and-protective-gear-fuel-battle-against-covid-19 @GeorgiaTech More Details, Designs: https://pwp.gatech.edu/rapid-response/face-shields/",2020-04-18 01:03:56+00:00,@GeorgiaTech,,
1480,"Coronavirus and asthma: The deadly mix of Covid-19, air pollution, and inequality, explained - Vox ",2020-04-18 01:03:45+00:00,,,
1481,Heroes of the pandemic: Former CEO of RadioShack now an ER doctor on frontlines of COVID-19 fight | National Post https://nationalpost.com/news/canada/second-act-former-ceo-of-radioshack-now-an-er-doctor-on-frontlines-of-covid-19-fight ,2020-04-18 01:02:15+00:00,,,
1482,"Context Discriminant Analysis on latest NEWS 2020/04/17 18:01:51 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200417_180151.html",2020-04-18 01:01:51+00:00,,,
1483,"Complex Event Analysis on latest NEWS: 20200417 1801 PST Top News Focus : (coronavirus,germany), (campaign,china,coronavirus), (covid-19,virus) https://www.sitefocus.com/cif/elaine/qanews_20200417_180140.html",2020-04-18 01:01:51+00:00,,,
1484,And yet SF has one of the lowest cases of COVID cases in the country. #NancyPelosi loves America,2020-04-18 01:00:37+00:00,,#NancyPelosi,
1485,Antibody study suggests Covid-19 could be far more prevalent in the Bay Area than official numbers and between 2.5% to 4.2% in Santa Clara County may have antibodies ,2020-04-18 00:59:29+00:00,,,
1486,How would a Libertarian Society fare against Covid-19?,2020-04-18 00:58:52+00:00,,,
1487,"I love how Leftards are trying to dismiss the entire protests in CA, MI, and MN just because one obvious conspiracy theorist with a hot take ""COVID-19 IS A LIE"" sign. You're all fucking morons.",2020-04-18 00:58:34+00:00,,,
1488,"In these crazy times, don't forget to review important financial plans like life insurance. We have a ton of options that do not require medical exams, so take a look at our resource page! We are here to help families! #covid #coronalifeinsurance",2020-04-18 00:58:01+00:00,,#covid #coronalifeinsurance,
1489,"Interesting collaborative study including many Stanford Medicine scientists (not yet peer reviewed) suggests that the number of people infected by COVID-19 in Santa Clara Cty CA is 50-85x the number of reported cases, or between 2.5-4.2% of the population. ",2020-04-18 00:56:42+00:00,,,
1490,"Esports continues to attract marketers, even as other categories take hits from COVID-19 ",2020-04-18 00:56:31+00:00,,,
1491,"I mentioned trends over numbers because whatever ""might have been worse,"" the rates we have now are unacceptable. So if they worsen, it's worse. The R0 for COVID is certainly greater than for 1918 flu, so distancing measures are more important. I'd bet on a testable hypothesis.",2020-04-18 00:54:24+00:00,,,
1492,"COVID-19 Is A Man-Made Virus: HIV-Discoverer Says ""Could Only Have Been Created In A Lab"" | Zero Hedge ",2020-04-18 00:51:19+00:00,,,
1493,Covid:19 bouta cause the next wave of babyboomers bet,2020-04-18 00:48:52+00:00,,,
1494,"Your Risk of Getting Sick From Covid-19 May Lie in Your Genes https://www.bloomberg.com/news/articles/2020-04-16/your-risk-of-getting-sick-from-covid-19-may-lie-in-your-genes They can not even agree on chloroquine, yet they are looking at genes. Scientists are loving it, they can see so much €$from that one.",2020-04-18 00:48:42+00:00,,,
1495,"“Covid-19 Does Not Discriminate by Body Weight” (Also, BMI is a bad measure regardless.) (Via KTO) ",2020-04-18 00:46:38+00:00,,,
1496,"Covid-19 has infected up to 85 times more people in Santa Clara, California, than reported, study estimates ⁦@StanfordMed⁩ ⁦@Stanford_ChEMH⁩",2020-04-18 00:42:25+00:00,@StanfordMed @Stanford_ChEMH,,
1497,"Truly excellent overview by my friend and colleague Stephen Streiffer from @argonne @advancedphoton on work to combat COVID-19, with some really intelligent and appropriate questions from @PhilPonce and the news team @wttw",2020-04-18 00:42:19+00:00,@argonne @advancedphoton @PhilPonce @wttw,,
1498,"I love my country and Trump has made the United States not just the laughing stock of the world, but in his drive to make us #1... we are number #1 in COVID-19 cases. He is literally killing us. #whyimnotvotingfortrump",2020-04-18 00:40:56+00:00,,#whyimnotvotingfortrump,
1499,"Simplify down to BMI and a standard blood panel, and we can accurately assess risk for chronic diseases, flu, COVID, and more for the vast majority of humans. ",2020-04-18 00:38:48+00:00,,,
1500,"The question is: If you get COVID, what's your chance of dying from it? That's the IFR. We know how many people died in SC County, and we know what percentage of people they estimate got it in SC County. If this study were true, you'd have at maximum a 0.14% chance of dying.",2020-04-18 00:35:19+00:00,,,
1501,"why is ""COVID-19 IS A LIE"" trending on twitter oh, it's orange county, carry on",2020-04-18 00:35:06+00:00,,,
1502,Birding in the COVID-19 Era with Ted Floyd &amp; Brodie Cass Talbott - American Birding Association https://buff.ly/2VBU6rR,2020-04-18 00:35:02+00:00,,,
1503,"Arundhati Roy: 'Situation in India is approaching genocidal'. #Modi government is inflaming tensions between #Hindus and #Muslims . She issued a dire warning, saying that COVID-19 is putting #India's fault lines ""on full display."" #Hindutva #Islamophobia https://www.dw.com/en/arundhati-roy-warns-coronavirus-in-india-could-ignite-tensions-between-hindus-and-muslims/av-53161248",2020-04-18 00:34:41+00:00,,#Modi #Hindus #Muslims #India #Hindutva #Islamophobia,
1504,The harsh truth about COVID-19 by Don Watkins ,2020-04-18 00:32:03+00:00,,,
1505,KPMG JUST EMAILED ME AND MY INTERNSHIP GOT EXTENDED TO A FULL TIME OFFER BC OF COVID-19... ,2020-04-18 00:30:58+00:00,,,
1506,"Just read @NaomiAKlein's Shock Doctrine. What is the biggest thing the Prez will try to push through while we're distracted with the COVID-19 economic shock? (For example, in her book, she talks about charter schools being quietly pushed to through in New Orleans after Katrina.)",2020-04-18 00:30:01+00:00,@NaomiAKlein,,
1507,A family member of mine is about to be taken to a hospital having symptoms of a fever and shortness of breath. I really hope this isn’t COVID. She has a suppressed immune system and I’m freaking the hell out,2020-04-18 00:28:59+00:00,,,
1508,No longer watching Dr. Oz due to his recent insensitive statements regarding reopening schools amid the COVID pandemic and the loss of life that would ensue. I hope you cancel his show because he has lost all credibility. #NoMoreDrOz,2020-04-18 00:27:20+00:00,,#NoMoreDrOz,
1509,COVID-19 Scams: How Retailers Should Respond. https://okt.to/uPjkix #COVID19 #Retail,2020-04-18 00:27:01+00:00,,#COVID19 #Retail,
1510,"#COVID19US #HuntingtonBeach If COVID is a lie, why you mask yourself up? ",2020-04-18 00:26:06+00:00,,#COVID19US #HuntingtonBeach,
1511,I will not mourn relationships lost over family and friends not adhering to stay at home orders or posting divisive bs or harmful misinformation about COVID-19. I’ll hit them with a thanks for the memories. ,2020-04-18 00:25:44+00:00,,,
1512,Check out my recent interview with @digitaljournal on how @RoybiRobot can help children with home schooling during these difficult times. http://bit.ly/34JOm3i #Covid_19 #Homeschooling #schoolsclosed #schoolsout #coronavirus,2020-04-18 00:24:14+00:00,@digitaljournal @RoybiRobot,#Covid_19 #Homeschooling #schoolsclosed #schoolsout #coronavirus,
1513,The CARES Act offers more than just cash rebates for households impacted by COVID-19. Click here to watch: #financialplanning #taxes https://mailchi.mp/summitry/covid19caresactandyou,2020-04-18 00:24:04+00:00,,#financialplanning #taxes,
1514,"Santa Clara Co use of ICU beds for Covid-19 patients, past 10 days: M 91 T 89 W 84 T 76 F 72 S 74 S 76 M N/A T 71 W 71",2020-04-18 00:22:50+00:00,,,
1515,"About one third of a sample of 200 non-patients tested positive for the COVID-19 antibody in Chelsea, Mass. ",2020-04-18 00:21:37+00:00,,,
1516,"TRUMP is working 24/7 to help the American people deal with Covid-19. all CNN, Pelosi, Schumer, NY Gov do is whine, accuse the Pres with lies. Do I wonder why NY is being punished with lot of Covid Cases? COVID KARMA has not made NY and all leftists realize their mistakes.",2020-04-18 00:21:31+00:00,,,
1517,"and even if i could go see her, she’s in the hospital and due to the covid-19 restrictions they’re not letting anyone in",2020-04-18 00:20:18+00:00,,,
1518,"And $1,500 to a COVID-19 relief charity! #CashAppCodeGreen",2020-04-18 00:17:12+00:00,,#CashAppCodeGreen,
1519,"Today was a success! We are grateful to have worked with the City of Belmont, Convoy of Hope, Elevation Outreach, and Creative Solutions to distribute $35,000 of food (30,000 lbs), cleaning supplies, and more to those in need during the COVID-19 crisis : John Cottingham ",2020-04-18 00:17:01+00:00,,,
1520,Haha actually I have no idea! Honestly was desperate attempt to motivate @dataandpolitics to cheer up the Twitterverse (and me) in this dark covid time with a new “peak SF” takes.... it’s prob my favorite Twitter content esp after a terrible clincal day!,2020-04-18 00:16:13+00:00,@dataandpolitics,,
1521,>COVID-19 IS A LIE this very scientific diagram would beg to differ ,2020-04-18 00:14:25+00:00,,,
1522,"What an embarrassing performance you gave last night on Fox. In a matter of a few minutes you destroyed your credibility. Comparing the Covid to a car accident, swimming accident, and smoking was ridiculous. Those are not contagious. Hope your payoff was good",2020-04-18 00:12:25+00:00,,,
1523,Guest appearance in a podcast! We talk about technology here in the Covid 19 times! Along with Deep Learning compilers! Fun times with @b0noi @skm4ml @ZainRzv Thanks for having me over.,2020-04-18 00:12:09+00:00,@b0noi @skm4ml @ZainRzv,,
1524,Do “COVID-19 is a lie” truthers not watch Fox? ,2020-04-18 00:10:46+00:00,,,
1525,A new 2300 word peer review of the Stanford paper. I'm glad they did a serosurvey but am skeptical of the conclusion because: - test may have high false positive rate - sample may be enriched for COVID-19 - study implies faster spread than past pandemics ,2020-04-18 00:10:10+00:00,,,
1526,REMINDER: SMC Parks & Beach parking lots remain closed All County Parks & beach parking lots in San Mateo County remain closed to reduce the spread of COVID-19. Midpeninsula Regional Open Space District preserves in San Mateo County also closed Sat &amp; Sun ,2020-04-18 00:08:39+00:00,,,
1527,"And EB3 against Ebola. Yes, that Ebola",2020-04-18 00:08:38+00:00,,,
1528,"The Brazilian study is interesting. The issue I see is that the patients in neither arm had a proven Covid diagnosis. It does prove that in people with flu like symptoms, outpatient azithromycin and hydroxychloroquine reduce hospitalization rates.",2020-04-18 00:05:55+00:00,,,
1529,Trump’s hype for state lockdown protests puts Twitter and Facebook’s new COVID-19 policies to the test ,2020-04-18 00:03:04+00:00,,,
1530,"Context Discriminant Analysis on latest NEWS 2020/04/17 17:01:50 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,virus,virus https://www.sitefocus.com/cif/elaine/cdnews_20200417_170150.html",2020-04-18 00:01:50+00:00,,,
1531,"As the COVID-19 creates global economic uncertainty and fears of a recession, our EVP Reid Thomas was recently interviewed by @GlobeSt about investing in Opportunity Zones during the coronavirus. #opportunityzones #funadministration #coronavirus",2020-04-18 00:00:32+00:00,@GlobeSt,#opportunityzones #funadministration #coronavirus,
1532,"COVID-19 Updates: CDA President's Message, Avoid Patient Abandonment, Webinars + more https://conta.cc/3bincmJ",2020-04-18 00:00:15+00:00,,,
1533, Coronavirus: Update Related to the Current Outbreak of COVID-19. 2020. Infect Dis Ther. https://www.ncbi.nlm.nih.gov/m/pubmed/270371/ #science #research,2020-04-18 00:00:10+00:00,,#science #research,
1534,And free sandwich (which may have no Covid correlation).,2020-04-17 23:54:09+00:00,,,
1535,11 resources for women business owners affected by COVID-19 ,2020-04-17 23:53:55+00:00,,,
1536,"Yup. That's what happens when you amplify noise. Ultimately though the study is ""We asked tens of thousands of people on Facebook if they wanted a free COVID test. 3300 said yes. We assume that responding yes and driving to get a COVID test is uncorrelated with having COVID.""",2020-04-17 23:52:51+00:00,,,
1537,"The #BoyKing @realDonaldTrump wants to resume his rallies, guaranteeing the spread of #Covid_19 #COVIDIOTS",2020-04-17 23:52:39+00:00,@realDonaldTrump,#BoyKing #Covid_19 #COVIDIOTS,
1538,Holds a sign that says “Covid 19 is a lie” *proceeds to wear mask and protective suit* ,2020-04-17 23:49:53+00:00,,,
1539,"The best play for quick-serve #restaurants will be deliveries and price for their most loyal customers as well as personalized customer experience to cross sell trending menu items. RT @QSRmagazine: When COVID-19 Ends, Here’s How Restaurants Will Win ",2020-04-17 23:47:59+00:00,@QSRmagazine,#restaurants,
1540,"I told my mom and my husband, politicize the hell out of my death. If it’s a mass shooting or covid, absolutely use me.",2020-04-17 23:47:35+00:00,,,
1541,Will you hold Donald Trump accountable if COVID-19 restrictions prove to be lifted too early resulting in further economic damage and avoidable deaths?,2020-04-17 23:47:34+00:00,,,
1542,"Businesses that didn’t already manage their data on the cloud, the sudden move to take everyone remote highlights how the server room paradigm doesn’t make sense anymore. Read more about how the COVID-19 has changed the way the world looks at the cloud. ",2020-04-17 23:45:03+00:00,,,
1543,This virtual yoga session with my teacher friends brings so much calm and peace during #COVID . #TeacherStrong,2020-04-17 23:44:28+00:00,,#COVID #TeacherStrong,
1544,The fact that it’s over a girl pisses me tf off made us men look terrible coulda been stopped by covid 19 or sumthin but nah it was a nigga in his feelings ,2020-04-17 23:39:17+00:00,,,
1545,Dude holding the COVID-19 IS A LIE sign is practically in a hazmat suit.,2020-04-17 23:37:09+00:00,,,
1546,We have launched a new #COVID19 page to bring together #PGx annotations in PharmGKB for experimental COVID treatments &amp; adjuvant therapies. We will be updating this page as more info becomes available. More at our blog https://pharmgkb.blogspot.com/2020/04/therapeutic-resource-for-covid-19.html #pharmacogenomics,2020-04-17 23:36:53+00:00,,#COVID19 #PGx #pharmacogenomics,
1547,Considering more Americans died from Covid than 9/11 and several years of occupying Iraq...... Maybe just sit this one out.,2020-04-17 23:33:31+00:00,,,
1548,P-R-O-T-E-C-T-E-D for #covid #covi̇d19 #Retail shopping experience that was essential. ssafsd @calrestaurants crafoundation @fcsiamericas #myfcsi #SanJose #SiliconValley #California #planning for THE #Foodservice… https://www.instagram.com/p/B_GbzhmDPic/?igshid=durd41ztqxvl,2020-04-17 23:32:32+00:00,@CalRestaurants @fcsiamericas,#covid #covi #Retail #myfcsi #SanJose #SiliconValley #California #planning #Foodservice,
1549,"Sorry about the delay. In adherence with guidance provided by local authorities, we have minimized the number of support agents to help guard against COVID-19. In doing so our response time has increased. Send us a direct message, we can collect more details and help. -raj",2020-04-17 23:31:32+00:00,,,
1550,COVID-19 you are messing with my emotions,2020-04-17 23:26:29+00:00,,,
1551,"First major US COVID-19 seroprevalence study (in pre-print) led by @StanfordHP researchers finds that SARS-CoV-2 antibody prevalence in Santa Clara County CA is around 2.5-4.2%, suggesting case detection rates in the range of only 1-2%",2020-04-17 23:23:05+00:00,@StanfordHP,,
1552,"trini twitter, what small businesses/young entrepreneurs/people in creative fields are providing resources to help with covid in TT? please lmk, working on a story about this!",2020-04-17 23:21:50+00:00,,,
1553,SCC reports 37 new cases #Coronavirus (COVID-19) Data Dashboard - Novel Coronavirus (COVID-19) - County of Santa Clara https://www.sccgov.org/sites/covid19/Pages/dashboard.aspx,2020-04-17 23:21:45+00:00,,#Coronavirus,
1554,"I advocate for us to get herd immunity through an inoculation of a deactivated virus. And you do know that many people with COVID-19 are asymptomatic, but still spread the disease?",2020-04-17 23:20:29+00:00,,,
1555,"Some companies hadn’t started to digitally transform yet, but the ones who had when the COVID-19 pandemic broke out have been pushed farther than ever expected. https://buff.ly/2Vu9mXL",2020-04-17 23:20:04+00:00,,,
1556,"I have to agree...staying at home orders are not without significant downsides to people health in other ways that at some point, are equal to the threat of Covid-19. (obesity, depression, domestic violence, ect.)",2020-04-17 23:19:25+00:00,,,
